ApplNo,ApplType,SponsorApplicant,MostRecentLabelAvailableFlag,CurrentPatentFlag,ActionType,Chemical_Type,Ther_Potential,Orphan_Code
50589,N    ,ASTELLAS                                          ,FALSE,FALSE,AP,3,S,
50590,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,4,P,
50591,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,1,S,
50592,N    ,ALCON                                             ,FALSE,FALSE,AP,4,S,
50593,N    ,HOSPIRA                                           ,FALSE,FALSE,AP,3,S,
50594,N    ,JOHNSON AND JOHNSON                               ,FALSE,FALSE,AP,5,S,
50596,N    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,3,S,
50597,N    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,3,S,
50598,N    ,COMBE                                             ,FALSE,FALSE,AP,4,S,
50599,N    ,LILLY                                             ,FALSE,FALSE,AP,4,S,
50600,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,S,
50601,N    ,TAKEDA                                            ,FALSE,FALSE,AP,1,S,
50605,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,2,S,
50606,N    ,ANI PHARMS INC                                    ,FALSE,FALSE,AP,3,S,
50608,N    ,PFIZER                                            ,FALSE,FALSE,AP,14,S,
50609,N    ,HOSPIRA                                           ,FALSE,FALSE,AP,3,S,
50610,N    ,PADDOCK LLC                                       ,FALSE,FALSE,AP,5,S,
50611,N    ,ARBOR PHARMS LLC                                  ,FALSE,FALSE,AP,3,S,
50612,N    ,ALLERGAN                                          ,FALSE,FALSE,AP,3,S,
50613,N    ,PFIZER                                            ,FALSE,FALSE,AP,3,S,
50614,N    ,LILLY                                             ,FALSE,FALSE,AP,3,S,
50615,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,S,
50616,N    ,ALCON                                             ,FALSE,FALSE,AP,3,S,
50617,N    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,3,S,
50618,N    ,APOTHECON                                         ,FALSE,FALSE,AP,3,S,
50619,N    ,BRISTOL MYERS SQUIBB                              ,FALSE,FALSE,AP,3,S,
50621,N    ,LEDERLE                                           ,FALSE,FALSE,AP,1,S,
50622,N    ,LEDERLE                                           ,FALSE,FALSE,AP,3,S,
50624,N    ,HOFFMANN LA ROCHE                                 ,FALSE,FALSE,AP,3,S,
50625,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,3,P,
50627,N    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,3,S,V
50628,N    ,ALCON                                             ,FALSE,FALSE,AP,4,S,
50629,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,P,
50630,N    ,MERCK                                             ,FALSE,FALSE,AP,3,S,
50632,N    ,BRISTOL MYERS SQUIBB                              ,FALSE,FALSE,AP,3,S,
50633,N    ,WYETH AYERST                                      ,FALSE,FALSE,AP,1,S,
50634,N    ,IGI LABS INC                                      ,FALSE,FALSE,AP,3,S,
50635,N    ,ABRAXIS PHARM                                     ,FALSE,FALSE,AP,3,S,
50636,N    ,ABRAXIS PHARM                                     ,FALSE,FALSE,AP,3,S,
50637,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,1,S,
50638,N    ,BAXTER HLTHCARE                                   ,FALSE,FALSE,AP,3,S,
50639,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,S,
50640,N    ,BAXTER HLTHCARE                                   ,FALSE,FALSE,AP,3,S,
50641,N    ,AQUA PHARMS                                       ,FALSE,FALSE,AP,3,S,
50643,N    ,IGI LABS INC                                      ,FALSE,FALSE,AP,3,S,
50646,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,2,S,
50648,N    ,BAXTER HLTHCARE                                   ,FALSE,FALSE,AP,3,S,
50649,N    ,PRECISION DERMAT                                  ,FALSE,FALSE,AP,3,S,
50653,N    ,SCHIFF AND CO                                     ,FALSE,FALSE,AP,3,S,
50655,N    ,BAXTER HLTHCARE                                   ,FALSE,FALSE,AP,3,S,
50658,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,3,S,
50661,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,1,P,V
50662,N    ,ABBVIE                                            ,FALSE,FALSE,AP,1,P,
50664,N    ,CORDEN PHARMA                                     ,FALSE,FALSE,AP,1,S,
50665,N    ,CORDEN PHARMA                                     ,FALSE,FALSE,AP,3,S,
50667,N    ,KING PHARMS                                       ,FALSE,FALSE,AP,1,S,
50668,N    ,KING PHARMS                                       ,FALSE,FALSE,AP,3,S,
50670,N    ,PFIZER                                            ,FALSE,FALSE,AP,1,P,
50671,N    ,BAXTER HLTHCARE                                   ,FALSE,FALSE,AP,3,S,
50672,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,3,S,
50673,N    ,LILLY                                             ,FALSE,FALSE,AP,3,S,
50674,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,1,S,
50675,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,S,
50678,N    ,LILLY RES LABS                                    ,FALSE,FALSE,AP,1,S,
50679,N    ,HOSPIRA INC                                       ,FALSE,FALSE,AP,1,S,
50680,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,S,
50682,N    ,RECORDATI RARE                                    ,FALSE,FALSE,AP,1,P,
50683,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,S,
50684,N    ,WYETH PHARMS INC                                  ,FALSE,FALSE,AP,14,S,
50685,N    ,PERNIX THERAP                                     ,FALSE,FALSE,AP,1,S,
50686,N    ,PERNIX THERAP                                     ,FALSE,FALSE,AP,3,S,
50687,N    ,SANKYO                                            ,FALSE,FALSE,AP,3,S,
50688,N    ,SANKYO                                            ,FALSE,FALSE,AP,3,S,
50689,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,1,P*,V
50693,N    ,PFIZER                                            ,FALSE,FALSE,AP,3,S,
50694,N    ,IGI LABS INC                                      ,FALSE,FALSE,AP,5,S,
50697,N,ABBOTT,FALSE,FALSE,AP,6,S,
50698,N    ,ABBVIE                                            ,FALSE,FALSE,AP,3,S,
50703,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,2,S,
50704,N    ,GALEN (UK)                                        ,FALSE,FALSE,AP,3,P*,V
50705,N    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,4,S,V
50706,N    ,ASTRAZENECA                                       ,FALSE,FALSE,AP,1,S,
50708,N    ,ASTELLAS                                          ,FALSE,FALSE,AP,1,P,V
50709,N    ,ASTELLAS                                          ,FALSE,FALSE,AP,3,P,
50710,N    ,PFIZER                                            ,FALSE,FALSE,AP,3,S,
50711,N    ,PFIZER                                            ,FALSE,FALSE,AP,3,S,
50715,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,3,S,
50716,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,3,S,
50717,N    ,ZAMBON SPA                                        ,FALSE,FALSE,AP,1,S,
50718,N    ,JANSSEN RES AND DEV                               ,FALSE,FALSE,AP,3,S,V
50719,N    ,SEBELA IRELAND LTD                                ,FALSE,FALSE,AP,4,S,
50720,N    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,3,S,
50722,N    ,ROCHE PALO                                        ,FALSE,FALSE,AP,1,P,
50723,N    ,ROCHE PALO                                        ,FALSE,FALSE,AP,3,P,
50724,N    ,SIGMA TAU                                         ,FALSE,FALSE,AP,2,P,
50725,N    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,3,S,
50726,N    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,3,S,
50729,N    ,ALKOPHARMA USA                                    ,FALSE,FALSE,AP,3,S,
50730,N    ,PFIZER                                            ,FALSE,FALSE,AP,3,P,
50731,N    ,EUROHLTH INTL SARL                                ,FALSE,FALSE,AP,3,S,
50733,N    ,PFIZER                                            ,FALSE,FALSE,AP,3,S,
50734,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,S,
50739,N    ,ABBVIE                                            ,FALSE,FALSE,AP,1,S,
50740,N    ,ASTELLAS                                          ,FALSE,FALSE,AP,2,P,V
50741,N    ,STIEFEL                                           ,FALSE,FALSE,AP,4,S,
50742,N    ,MERCK SHARP DOHME                                 ,FALSE,FALSE,AP,1,,
50744,N    ,COLLAGENEX                                        ,FALSE,FALSE,AP,3,S,
50746,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,3,S,
50747,N,KING PHARMS,FALSE,FALSE,AP,1,P,
50748,N    ,KING PHARMS                                       ,FALSE,FALSE,AP,3,S,
50749,N    ,ABBVIE                                            ,FALSE,FALSE,AP,3,S,
50750,N    ,WYETH PHARMS INC                                  ,FALSE,FALSE,AP,3,S,
50751,N    ,TOLMAR                                            ,FALSE,FALSE,AP,3,S,
50753,N    ,NOVARTIS PHARMS                                   ,FALSE,FALSE,AP,3,P,V
50754,N    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,3,S,
50755,N    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,3,S,
50756,N    ,VALEANT BERMUDA                                   ,FALSE,FALSE,AP,4,S,
50757,N    ,TAKEDA PHARMS USA                                 ,FALSE,FALSE,AP,4,S,
50758,N    ,ROCHE PALO                                        ,FALSE,FALSE,AP,3,S,
50759,N    ,ROCHE PALO                                        ,FALSE,FALSE,AP,3,S,
50760,N    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,3,S,
50761,N    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,3,S,
50762,N    ,PFIZER                                            ,FALSE,FALSE,AP,4,S,
50763,N    ,SUPERGEN                                          ,FALSE,FALSE,AP,3,S,
50767,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,S,
50769,N    ,CUTANEA                                           ,FALSE,FALSE,AP,3,S,
50775,N    ,ABBVIE                                            ,FALSE,FALSE,AP,3,S,
50777,N    ,ASTELLAS                                          ,FALSE,FALSE,AP,3,S,
50778,N    ,PFIZER INC                                        ,FALSE,FALSE,AP,1,P,V
50779,N    ,B BRAUN                                           ,FALSE,FALSE,AP,5,S,
50780,N    ,B BRAUN                                           ,FALSE,FALSE,AP,5,S,
50781,N    ,ORAPHARMA                                         ,FALSE,FALSE,AP,3,S,
50782,N    ,PRECISION DERMAT                                  ,FALSE,FALSE,AP,3,S,
50783,N    ,GALDERMA LABS LP                                  ,FALSE,FALSE,AP,3,S,
50784,N    ,PFIZER                                            ,FALSE,FALSE,AP,3,S,
50785,N    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,3,S,
50786,N    ,FOREST LABS LLC                                   ,FALSE,FALSE,AP,14,S,
50788,N    ,PERRIGO NEW YORK                                  ,FALSE,FALSE,AP,3,S,
50789,N    ,FRESENIUS KABI USA                                ,FALSE,FALSE,AP,5,S,
50790,N    ,ALLERGAN                                          ,FALSE,FALSE,AP,3,P,
50791,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,2,S,
50792,N    ,B BRAUN                                           ,FALSE,FALSE,AP,5,S,
50793,N    ,ELAN PHARMA INTL LTD                              ,FALSE,FALSE,AP,5,S,
50794,N    ,CELGENE                                           ,FALSE,FALSE,AP,1,P,V
50795,N    ,MAYNE PHARMA                                      ,FALSE,FALSE,AP,3,S,
50796,N    ,B BRAUN                                           ,FALSE,FALSE,AP,5,S,
50797,N    ,PF PRISM CV                                       ,FALSE,FALSE,AP,3,S,
50801,N    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,3,S,
50802,N    ,MEDICIS                                           ,FALSE,FALSE,AP,4,S,
50803,N    ,AQUA PHARMS LLC                                   ,FALSE,FALSE,AP,5,S,
50804,N    ,BAUSCH AND LOMB                                   ,FALSE,FALSE,AP,4,S,
50805,N    ,GALDERMA LABS LP                                  ,FALSE,FALSE,AP,3,S,
50807,N    ,HOSPIRA                                           ,FALSE,FALSE,AP,5,S,
50808,N    ,MEDICIS                                           ,FALSE,FALSE,AP,3,S,
50809,N    ,TEVA PARENTERAL                                   ,FALSE,FALSE,AP,3,S,
50810,N    ,OAK PHARMS INC                                    ,FALSE,FALSE,AP,3,S,
50813,N    ,VERNALIS R AND D LTD                              ,FALSE,FALSE,AP,3,S,
50814,N    ,GILEAD                                            ,FALSE,FALSE,AP,3,S,
50817,N    ,BAXTER HLTHCARE                                   ,FALSE,FALSE,AP,3,S,
50818,N    ,ALCON PHARMS LTD                                  ,FALSE,FALSE,AP,3,S,
50819,N    ,DOW PHARM                                         ,FALSE,FALSE,AP,5,S,
50821,N    ,B BRAUN                                           ,FALSE,FALSE,AP,5,S,
50823,N    ,B BRAUN                                           ,FALSE,FALSE,AP,5,S,
50824,N    ,GASTROENTERO                                      ,FALSE,FALSE,AP,3,S,
60002,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60003,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60004,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60006,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
60007,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
60014,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60058,A    ,FERRANTE                                          ,FALSE,FALSE,AP,,,
60059,A    ,ELKINS SINN                                       ,FALSE,FALSE,AP,,,
60060,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
60073,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
60074,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60075,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60076,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60082,A    ,PFIPHARMECS                                       ,FALSE,FALSE,AP,,,
60093,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60095,A    ,PFIPHARMECS                                       ,FALSE,FALSE,AP,,,
60096,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60099,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60101,A    ,KING PHARMS                                       ,FALSE,FALSE,AP,,,
60107,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60111,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60127,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
60132,A    ,ANGUS                                             ,FALSE,FALSE,AP,,,
60133,A    ,ALTANA                                            ,FALSE,FALSE,AP,,,
60134,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
60136,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
60173,A    ,FERRANTE                                          ,FALSE,FALSE,AP,,,
60174,A    ,FERRANTE                                          ,FALSE,FALSE,AP,,,
60179,A    ,FERRANTE                                          ,FALSE,FALSE,AP,,,
60180,A    ,ANI PHARMS INC                                    ,FALSE,FALSE,AP,,,
60188,A    ,AKORN                                             ,FALSE,FALSE,AP,,,
60212,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
60254,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
60272,A    ,ARBOR PHARMS INC                                  ,FALSE,FALSE,AP,,,
60282,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60285,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60286,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60290,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
60291,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
60304,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
60306,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
60307,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
60343,A    ,ANGUS                                             ,FALSE,FALSE,AP,,,
60347,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
60359,A    ,ARBOR PHARMS LLC                                  ,FALSE,FALSE,AP,,,
60362,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
60365,A    ,BRISTOL MYERS SQUIBB                              ,FALSE,FALSE,AP,,,
60384,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60385,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60392,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
60400,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
60403,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60404,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60413,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
60427,A    ,DOW PHARM                                         ,FALSE,FALSE,AP,,,
60429,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
60446,A    ,PROTER                                            ,FALSE,FALSE,AP,,,
60456,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
60462,A    ,SCHERING                                          ,FALSE,FALSE,AP,,,
60463,A    ,SCHERING                                          ,FALSE,FALSE,AP,,,
60469,A    ,IMPAX LABS                                        ,FALSE,FALSE,AP,,,
60471,A    ,VALEANT PHARM INTL                                ,FALSE,FALSE,AP,,,
60475,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60516,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
60517,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
60518,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
60520,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
60521,A    ,PARKEDALE                                         ,FALSE,FALSE,AP,,,
60522,A    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,,,
60567,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60569,A    ,ELORAC                                            ,FALSE,FALSE,AP,,,
60570,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
60571,A    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,,,
60572,A    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,,,
60574,A    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,,,
60575,A    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,,,
60576,A    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,,,
60577,A    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,,,
60578,A    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,,,
60582,A    ,MONARCH PHARMS                                    ,FALSE,FALSE,AP,,,
60586,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60587,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60591,A    ,PARKEDALE                                         ,FALSE,FALSE,AP,,,
60593,A    ,PURDUE GMP                                        ,FALSE,FALSE,AP,,,
60595,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60601,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60607,A    ,LANNETT                                           ,FALSE,FALSE,AP,,,
60610,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
60611,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
60612,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
60613,N    ,CASPER PHARMA LLC                                 ,FALSE,FALSE,AP,,,
60618,A    ,J AND J                                           ,FALSE,FALSE,AP,,,
60624,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
60625,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
60626,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
60633,A    ,ALPHARMA US PHARMS                                ,FALSE,FALSE,AP,,,
60634,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
60641,A    ,MEDPOINTE PHARM HLC                               ,FALSE,FALSE,AP,,,
60645,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
60647,A    ,DOW PHARM                                         ,FALSE,FALSE,AP,,,
60657,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
60666,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
60677,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
60684,A    ,COPANOS                                           ,FALSE,FALSE,AP,,,
60687,A    ,LILLY                                             ,FALSE,FALSE,AP,,,
60700,A    ,MEDIMETRIKS PHARMS                                ,FALSE,FALSE,AP,,,
60704,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
60707,A    ,MONARCH PHARMS                                    ,FALSE,FALSE,AP,,,
60711,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
60716,A    ,EUROHLTH INTL SARL                                ,FALSE,FALSE,AP,,,
60730,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
60731,A    ,ALTANA                                            ,FALSE,FALSE,AP,,,
60733,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
60734,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
60736,A    ,SUN PHARM INDS                                    ,FALSE,FALSE,AP,,,
60751,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
60752,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
60760,A    ,IMPAX LABS                                        ,FALSE,FALSE,AP,,,
60764,A    ,PERRIGO CO TENNESSEE                              ,FALSE,FALSE,AP,,,
60765,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
60768,A    ,HIKMA PHARMS LLC                                  ,FALSE,FALSE,AP,,,
60770,A    ,HIKMA PHARMS LLC                                  ,FALSE,FALSE,AP,,,
60781,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
60783,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
60800,A    ,CONSOLIDATED PHARM                                ,FALSE,FALSE,AP,,,
60806,A    ,CONSOLIDATED PHARM                                ,FALSE,FALSE,AP,,,
60851,A    ,ARMENPHARM                                        ,FALSE,FALSE,AP,,,
60869,A    ,PROTER                                            ,FALSE,FALSE,AP,,,
60908,A    ,WYETH AYERST                                      ,FALSE,FALSE,AP,,,
61009,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
61015,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
61016,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
61037,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61039,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61046,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61048,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61049,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61051,A    ,COPANOS                                           ,FALSE,FALSE,AP,,,
61086,A    ,PFIZER                                            ,FALSE,FALSE,AP,,,
61147,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
61148,A    ,HEATHER                                           ,FALSE,FALSE,AP,,,
61149,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61150,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
61151,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
61164,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61187,A    ,ALLERGAN                                          ,FALSE,FALSE,AP,,,
61188,A    ,ALLERGAN                                          ,FALSE,FALSE,AP,,,
61206,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61212,A    ,PERRIGO CO TENNESSEE                              ,FALSE,FALSE,AP,,,
61214,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
61220,A    ,PARKEDALE                                         ,FALSE,FALSE,AP,,,
61229,A    ,MONARCH PHARMS                                    ,FALSE,FALSE,AP,,,
61304,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
61325,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
61334,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
61336,A    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,,,
61370,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
61387,A    ,VITARINE                                          ,FALSE,FALSE,AP,,,
61392,A    ,BRISTOL MYERS SQUIBB                              ,FALSE,FALSE,AP,,,
61394,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61395,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
61396,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
61398,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
61410,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61411,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61443,A    ,SOLVAY                                            ,FALSE,FALSE,AP,,,
61444,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
61445,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
61449,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61450,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61452,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61453,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61454,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
61455,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61457,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
61461,A    ,ANI PHARMS INC                                    ,FALSE,FALSE,AP,,,
61468,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
61471,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
61490,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
61502,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
61505,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
61528,A    ,AM ANTIBIOTICS                                    ,FALSE,FALSE,AP,,,
61529,A    ,AM ANTIBIOTICS                                    ,FALSE,FALSE,AP,,,
61530,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
61533,A    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,,,
61571,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
61578,A    ,X GEN PHARMS                                      ,FALSE,FALSE,AP,,,
61579,A    ,X GEN PHARMS                                      ,FALSE,FALSE,AP,,,
61580,A    ,X GEN PHARMS                                      ,FALSE,FALSE,AP,,,
61586,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
61588,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
61591,A    ,ANI PHARMS INC                                    ,FALSE,FALSE,AP,,,
61596,A    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,,,
61601,A    ,AM ANTIBIOTICS                                    ,FALSE,FALSE,AP,,,
61602,A    ,AM ANTIBIOTICS                                    ,FALSE,FALSE,AP,,,
61605,A    ,BRISTOL MYERS SQUIBB                              ,FALSE,FALSE,AP,,,
61606,A    ,FOREST LABS                                       ,FALSE,FALSE,AP,,,
61613,A    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,,,
61621,A    ,ARBOR PHARMS LLC                                  ,FALSE,FALSE,AP,,,
61624,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
61633,A    ,ROBINS AH                                         ,FALSE,FALSE,AP,,,
61639,A    ,ARBOR PHARMS LLC                                  ,FALSE,FALSE,AP,,,
61645,A    ,ALCON                                             ,FALSE,FALSE,AP,,,
61648,A    ,ALCON                                             ,FALSE,FALSE,AP,,,
61651,A    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,,,
61653,A    ,BRISTOL                                           ,FALSE,FALSE,AP,,,
61655,A    ,APOTHECON                                         ,FALSE,FALSE,AP,,,
